iter	Logloss
0	0.652199424911	0.607797632722	0.5722343833	0.5354232972
4	4	0.5062458394
5	0.4750953276	6	0.448724957
7	0.4264461362
8	0.3980495647
9	0.3754138807110	0.3504443891111	0.3325086672
12	0.313505005113	0.2949904608
14	0.2789531363
15	0.2644760894116	0.2537861403
17	0.2444664685
18	0.2306806878
19	0.2191051812
20	0.206259744
21	0.1957797268
22	0.1858283668
23	0.1769585737
24	0.1687060914
25	0.1612499371
26	0.1553526091
27	0.1488818364
28	0.1423297475
29	0.1365821074
30	0.1308981987
31	0.1266837477
32	0.1205223278
33	0.1149379749
34	0.1099103571
35	0.1049446495
36	0.1015298219
37	0.09754063768
38	0.09215453591
39	0.08875257232
40	0.0851710706
41	0.08188233073
42	0.07899591934
43	0.07652426551
44	0.07402878045
45	0.07156224539
46	0.06886312094
47	0.06693886277
48	0.06407065019
49	0.06164780424
50	0.05940514175
51	0.05747896029
52	0.05525204185
53	0.05338087635
54	0.05151003523
55	0.05057289376
56	0.04916196315
57	0.04784708433
58	0.04660067262
59	0.04575898791
60	0.04468872099
61	0.04352217072
62	0.04220323515
63	0.04132019024
64	0.04035898233
65	0.03925651414
66	0.038111604
67	0.0370647467
68	0.03598367024
69	0.03486914327
70	0.03389287217
71	0.0331822182
72	0.03241847484
73	0.03168476704
74	0.03077547092
75	0.03009078961
76	0.02941147535
77	0.02868875508
78	0.02831320086
79	0.02766176413
80	0.02679379808
81	0.02627157852
82	0.0258949657
83	0.02542874341
84	0.025044391
85	0.02458991004
86	0.02402072788
87	0.02353216439
88	0.02318120991
89	0.0226982385
90	0.02212124981
91	0.02168535853
92	0.02121380012
93	0.02078413217
94	0.02033822637
95	0.02001689633
96	0.01965067908
97	0.01922890235
98	0.0187602258
99	0.01829008945
100	0.01786847087
101	0.01745915043
102	0.01720248363
103	0.0168036522
104	0.01658804923
105	0.01635109748
106	0.0161105324
107	0.01586370876
108	0.01560462954
109	0.01538679904
110	0.01511976485
111	0.01479075865
112	0.01451284727
113	0.01431773079
114	0.01417099492
115	0.01397219663
116	0.01376716522
117	0.0135972347
118	0.01343333963
119	0.01320099227
120	0.01299524399
121	0.01278568126
122	0.0126215566
123	0.01242369102
124	0.01225602119
125	0.01210657134
126	0.01179738174
127	0.01158923863
128	0.01138489626
129	0.01128719866
130	0.01110896013
131	0.01096115268
132	0.010758627
133	0.01064530399
134	0.01050343039
135	0.01034704563
136	0.01024585153
137	0.01006933991
138	0.009955772867
139	0.00976507293
140	0.009672250272
141	0.009529470354
142	0.009399775668
143	0.009283196035
144	0.009146994783
145	0.008964276213
146	0.008854198056
147	0.008775023665
148	0.008669180759
149	0.008535619748
150	0.008393204574
151	0.00825344341
152	0.00815511605
153	0.008074292561
154	0.007994529023
155	0.007930276197
156	0.007849831324
157	0.007777475022
158	0.007695430766
159	0.00761910234
160	0.007454256205
161	0.007385833138
162	0.007303992857
163	0.007246233691
164	0.007161965221
165	0.007092640289
166	0.006992724896
167	0.006888492882
168	0.006831151535
169	0.00678403187
170	0.006677971642
171	0.006601756116
172	0.006552975684
173	0.00648814173
174	0.006418767408
